Company Name,Industry,Symbol,Series,ISIN Code
MphasiS Ltd.,IT,MPHASIS,EQ,INE356A01018
Muthoot Finance Ltd.,FINANCIAL SERVICES,MUTHOOTFIN,EQ,INE414G01012
NATCO Pharma Ltd.,PHARMA,NATCOPHARM,EQ,INE987B01026
NBCC (India) Ltd.,CONSTRUCTION,NBCC,EQ,INE095N01031
National Aluminium Co. Ltd.,METALS,NATIONALUM,EQ,INE139A01034
Nippon Life India Asset Management Ltd.,FINANCIAL SERVICES,NAM-INDIA,EQ,INE298J01013
Oberoi Realty Ltd.,CONSTRUCTION,OBEROIRLTY,EQ,INE093I01010
Oil India Ltd.,OIL & GAS,OIL,EQ,INE274J01014
PI Industries Ltd.,FERTILISERS & PESTICIDES,PIIND,EQ,INE603J01030
PNB Housing Finance Ltd.,FINANCIAL SERVICES,PNBHOUSING,EQ,INE572E01012
Pfizer Ltd.,PHARMA,PFIZER,EQ,INE182A01018
Prestige Estates Projects Ltd.,CONSTRUCTION,PRESTIGE,EQ,INE811K01011
Quess Corp Ltd.,SERVICES,QUESS,EQ,INE615P01015
RBL Bank Ltd.,FINANCIAL SERVICES,RBLBANK,EQ,INE976G01028
REC Ltd.,FINANCIAL SERVICES,RECLTD,EQ,INE020B01018
Rajesh Exports Ltd.,CONSUMER GOODS,RAJESHEXPO,EQ,INE343B01030
SRF Ltd.,INDUSTRIAL MANUFACTURING,SRF,EQ,INE647A01010
Steel Authority of India Ltd.,METALS,SAIL,EQ,INE114A01011
Sterlite Technologies Ltd.,TELECOM,STRTECH,EQ,INE089C01029
Sun TV Network Ltd.,MEDIA & ENTERTAINMENT,SUNTV,EQ,INE424H01027
Syngene International Ltd.,PHARMA,SYNGENE,EQ,INE398R01022
TVS Motor Company Ltd.,AUTOMOBILE,TVSMOTOR,EQ,INE494B01023
Tata Consumer Products Ltd.,CONSUMER GOODS,TATACONSUM,EQ,INE192A01025
Tata Power Co. Ltd.,POWER,TATAPOWER,EQ,INE245A01021
The Ramco Cements Ltd.,CEMENT & CEMENT PRODUCTS,RAMCOCEM,EQ,INE331A01037
Torrent Pharmaceuticals Ltd.,PHARMA,TORNTPHARM,EQ,INE685A01028
Torrent Power Ltd.,POWER,TORNTPOWER,EQ,INE813H01021
Union Bank of India,FINANCIAL SERVICES,UNIONBANK,EQ,INE692A01016
V-Guard Industries Ltd.,CONSUMER GOODS,VGUARD,EQ,INE951I01027
Varroc Engineering Ltd.,AUTOMOBILE,VARROC,EQ,INE665L01035
Varun Beverages Ltd.,CONSUMER GOODS,VBL,EQ,INE200M01013
Voltas Ltd.,CONSUMER GOODS,VOLTAS,EQ,INE226A01021
Whirlpool of India Ltd.,CONSUMER GOODS,WHIRLPOOL,EQ,INE716A01013
