Company Name,Industry,Symbol,Series,ISIN Code
Ice Make Refrigeration Ltd.,INDUSTRIAL MANUFACTURING,ICEMAKE,SM,INE520Y01019
Innovana Thinklabs Ltd.,IT,INNOVANA,SM,INE403Y01018
Innovative Tyres and Tubes Ltd.,AUTOMOBILE,INNOVATIVE,SM,INE070Y01015
Jakharia Fabric Ltd.,TEXTILES,JAKHARIA,SM,INE00N401018
Jalan Transolutions (India) Ltd.,SERVICES,JALAN,SM,INE349X01015
Jet Freight Logistics Ltd.,SERVICES,JETFREIGHT,SM,INE982V01017
Jet Knitwears Ltd.,TEXTILES,JETKNIT,SM,INE564T01017
KHFM Hospitality And Facility Management Services Ltd.,SERVICES,KHFM,SM,INE00UG01014
Kapston Facilities Management Ltd.,SERVICES,KAPSTON,SM,INE542Z01010
Kritika Wires Ltd.,METALS,KRITIKA,SM,INE00Z501011
Kshitij Polyline Ltd.,CONSUMER GOODS,KSHITIJPOL,SM,INE013801019
Lagnam Spintex Ltd.,TEXTILES,LAGNAM,SM,INE548Z01017
Laxmi cotspin ltd.,TEXTILES,LAXMICOT,SM,INE801V01019
Lexus Granito (India) Ltd.,CONSTRUCTION,LEXUS,SM,INE500X01013
Macpower CNC Machines Ltd.,INDUSTRIAL MANUFACTURING,MACPOWER,SM,INE155Z01011
Madhav Copper Ltd.,METALS,MCL,SM,INE813V01014
Madhya Pradesh Today Media Ltd.,MEDIA & ENTERTAINMENT,MPTODAY,SM,INE105Y01019
Mahickra Chemicals Ltd.,CHEMICALS,MAHICKRA,SM,INE961Y01015
Marine Electricals (India) Ltd.,INDUSTRIAL MANUFACTURING,MARINE,SM,INE01JE01010
Marshall Machines Ltd.,INDUSTRIAL MANUFACTURING,MARSHALL,SM,INE00SZ01018
Marvel Decor Ltd.,CONSUMER GOODS,MDL,SM,INE575Z01010
Milton Industries Ltd.,CONSUMER GOODS,MILTON,SM,INE376Y01016
Mindpool Technologies Ltd.,IT,MINDPOOL,SM,INE00RQ01019
Mitcon Consultancy & Engineering Services Ltd.,SERVICES,MITCON,SM,INE828O01033
Mohini Health & Hygiene Ltd.,HEALTHCARE SERVICES,MHHL,SM,INE450S01011
Moksh Ornaments Ltd.,CONSUMER GOODS,MOKSH,SM,INE514Y01012
Nandani Creation Ltd.,TEXTILES,NANDANI,SM,INE696V01013
Narmada Agrobase Ltd.,CONSUMER GOODS,NARMADA,SM,INE117Z01011
Nitiraj Engineers Ltd.,CONSUMER GOODS,NITIRAJ,SM,INE439T01012
Omfurn India Ltd.,CONSUMER GOODS,OMFURN,SM,INE338Y01016
Osia Hyper Retail Ltd.,CONSUMER GOODS,OSIAHYPER,SM,INE06IR01013
Par Drugs and Chemicals Ltd.,PHARMA,PAR,SM,INE04LG01015
Pashupati Cotspin Ltd.,TEXTILES,PASHUPATI,SM,INE124Y01010
Powerful Technologies Ltd.,CONSUMER GOODS,POWERFUL,SM,INE650Z01011
Priti International Ltd.,CONSUMER GOODS,PRITI,SM,INE974Z01015
Pulz Electronics Ltd.,CONSUMER GOODS,PULZ,SM,INE335X01014
Pushpanjali Realms and Infratech Ltd.,CONSTRUCTION,PUSHPREALM,SM,INE728W01012
R M Drip and Sprinklers Systems Ltd.,INDUSTRIAL MANUFACTURING,RMDRIP,SM,INE219Y01018
RKEC Projects Ltd.,CONSTRUCTION,RKEC,SM,INE786W01010
Rajshree PolyPack Ltd.,INDUSTRIAL MANUFACTURING,RPPL,SM,INE760W01015
Reliable Data Services Ltd.,IT,RELIABLE,SM,INE375Y01018
Rudrabhishek Enterprises Ltd.,SERVICES,REPL,SM,INE364Z01019
S K S Textiles Ltd.,TEXTILES,SKSTEXTILE,SM,INE507Y01016
S.S. Infrastructure Development Consultants Ltd.,SERVICES,SSINFRA,SM,INE182Z01015
SMVD Ploy Pack Ltd.,INDUSTRIAL MANUFACTURING,SMVD,SM,INE702Y01013
Salasar Exteriors and Contour Ltd.,CONSTRUCTION,SECL,SM,INE00Y701018
Sarveshwar Foods Ltd.,CONSUMER GOODS,SARVESHWAR,SM,INE324X01018
SecUR Credentials Ltd.,SERVICES,SECURCRED,SM,INE195Y01010
Servotech Power Systems Ltd.,INDUSTRIAL MANUFACTURING,SERVOTECH,SM,INE782X01017
Shanti Overseas (India) Ltd.,CONSUMER GOODS,SHANTI,SM,INE933X01016
Shiv Aum Steels Ltd.,SERVICES,SHIVAUM,SM,INE719F01016
Shradha Infraprojects Ltd.,CONSTRUCTION,SHRADHA,SM,INE715Y01015
Shree Tirupati Balajee FIBC Ltd.,INDUSTRIAL MANUFACTURING,TIRUPATI,SM,INE238Y01018
Shree Vasu Logistics Ltd.,SERVICES,SVLL,SM,INE00CE01017
ShreeOswal Seeds And Chemicals Ltd.,CONSUMER GOODS,OSWALSEEDS,SM,INE00IK01011
Shubhlaxmi Jewel Art Ltd.,CONSUMER GOODS,SHUBHLAXMI,SM,INE01Z401013
Sikko Industries Ltd.,FERTILISERS & PESTICIDES,SIKKO,SM,INE112X01017
Silly Monks Entertainment Ltd.,MEDIA & ENTERTAINMENT,SILLYMONKS,SM,INE203Y01012
Silver Touch Technologies Ltd.,IT,SILVERTUC,SM,INE625X01018
Sintercom India Ltd. ,AUTOMOBILE,SINTERCOM,SM,INE129Z01016
Softtech Engineers Ltd.,IT,SOFTTECH,SM,INE728Z01015
Solex Energy Ltd.,INDUSTRIAL MANUFACTURING,SOLEX,SM,INE880Y01017
Sona Hi Sona Jewellers (Gujarat) Ltd.,CONSUMER GOODS,SONAHISONA,SM,INE06MH01016
Sonam Clock Ltd.,CONSUMER GOODS,SONAMCLOCK,SM,INE00LM01011
Soni Soya Products Ltd.,CONSUMER GOODS,SONISOYA,SM,INE301Z01011
Supreme Engineering Ltd.,METALS,SUPREMEENG,SM,INE319Z01013
Surani Steel Tubes Ltd.,METALS,SURANI,SM,INE01ZJ01015
Surevin BPO Services Ltd.,SERVICES,SUREVIN,SM,INE082W01014
Suumaya Lifestyle Ltd.,TEXTILES,SUULD,SM,INE591Q01016
Tara Chand Logistic Solutions Ltd.,SERVICES,TARACHAND,SM,INE555Z01012
Tembo Global Industries Ltd.,TEXTILES,TEMBO,SM,INE869Y01010
Thejo Engineering Ltd.,SERVICES,THEJO,SM,INE121N01019
Tirupati Forge Ltd.,INDUSTRIAL MANUFACTURING,TIRUPATIFL,SM,INE319Y01016
Transwind Infra Ltd.,SERVICES,TRANSWIND,SM,INE792X01016
Ultra Wiring Connectivity System Ltd.,AUTOMOBILE,UWCSL,SM,INE00F301010
Uniinfo Telecom Services Ltd.,TELECOM,UNIINFO,SM,INE481Z01011
Univastu India Ltd.,CONSTRUCTION,UNIVASTU,SM,INE562X01013
Uravi T and Wedge Lamps Ltd.,AUTOMOBILE,URAVI,SM,INE568Z01015
Ushanti Colour Chem Ltd.,CHEMICALS,UCL,SM,INE00NI01015
Vadivarhe Speciality Chemicals Ltd.,CHEMICALS,VSCL,SM,INE551Q01028
Vasa Retail and Overseas Ltd.,CONSUMER GOODS,VASA,SM,INE068Z01016
Vinny Overseas Ltd.,TEXTILES,VINNY,SM,INE01KI01019
Wonder Fibromats Ltd.,CONSUMER GOODS,WFL,SM,INE02WG01016
Worth Peripherals Ltd.,INDUSTRIAL MANUFACTURING,WORTH,SM,INE196Y01018
Zodiac Energy Ltd.,CONSTRUCTION,ZODIAC,SM,INE761Y01019
