MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,EQ,MAXINDIA,MAX INDIA LIMITED,        86.20,        86.95,        88.00,        79.10,        81.55,                 11574720.40,136066,N, ,1168,        92.20,        54.15
N,EQ,MAXVIL,MAX VENTURES AND INDS LTD,        51.95,        51.80,        52.90,        48.90,        50.35,                  1274430.50,25024,N, ,662,        60.30,        34.00
N,EQ,MAYURUNIQ,MAYUR UNIQUOTERS LTD,       230.40,       231.00,       232.95,       216.00,       220.35,                 12913352.90,57185,N, ,1837,       388.00,       199.50
N,EQ,MAZDA,MAZDA LIMITED,       453.00,       468.70,       468.70,       450.05,       452.70,                  3128682.90,6874,N, ,448,       495.05,       245.00
N,EQ,MBLINFRA,MBL INFRASTRUCTURES LTD,         4.10,         4.00,         4.25,         4.00,         4.10,                    66838.90,16290,N, ,42,        15.30,         3.85
N,SM,MCL,MADHAV COPPER LIMITED,       108.75,       108.05,       109.00,       106.70,       106.70,                  2733960.00,25200,N, ,9,       358.00,       102.15
N,EQ,MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,         4.50,         4.55,         4.60,         4.30,         4.30,                  1241343.65,284524,N, ,312,       104.55,         3.90
N,EQ,MCX,MULTI COMMODITY EXCHANGE,      1246.45,      1230.00,      1259.95,      1180.00,      1201.75,                553719107.95,451119,N, ,22903,      1443.00,       643.50
N,EQ,MEGASOFT,MEGASOFT LTD,         7.65,         7.65,         7.80,         7.30,         7.30,                    87932.30,11870,N, ,121,         9.80,         5.60
N,EQ,MEGH,MEGHMANI ORGANICS LTD.,        55.05,        55.00,        55.40,        53.00,        53.35,                 49215067.35,909038,N, ,5271,        73.15,        40.70
N,EQ,MENONBE,MENON BEARINGS LIMITED,        57.65,        58.15,        59.80,        57.10,        57.20,                   128696.80,2241,N, ,81,        86.45,        52.35
N,EQ,MEP,MEP INFRA. DEVELOPERS LTD,        37.25,        36.65,        38.70,        35.50,        36.05,                  3815196.45,102967,N, ,820,        45.50,        24.60
N,EQ,MERCATOR,MERCATOR LIMITED,          .95,         1.00,         1.00,          .90,         1.00,                  2780492.15,2804444,N, ,728,         9.70,          .65
N,EQ,METALFORGE,METALYST FORGINGS LIMITED,         6.30,         6.60,         6.60,         6.00,         6.00,                   556932.40,88748,N, ,1737,        11.50,         4.40
N,EQ,METROPOLIS,METROPOLIS HEALTHCARE LTD,      1654.60,      1664.00,      1725.00,      1645.00,      1662.75,                 46641446.10,27605,N, ,2451,      1730.00,       907.00
N,EQ,MFSL,MAX FINANCIAL SERV LTD,       506.40,       501.60,       511.00,       424.20,       437.10,               2534984618.60,5517016,N, ,52425,       568.20,       360.90
N,SM,MGEL,MANGALAM GLOBAL ENT LTD,        53.00,        53.00,        53.00,        53.00,        53.00,                   212000.00,4000,N, ,2,        54.00,        51.05
N,EQ,MGL,MAHANAGAR GAS LTD.,      1173.55,      1174.70,      1211.55,      1143.95,      1162.55,               1710052719.10,1442426,N, ,44345,      1246.20,       754.15
N,EQ,MHRIL,MAHINDRA HOLIDAYS LTD,       239.50,       239.25,       241.90,       225.15,       228.25,                  3526883.40,15056,N, ,851,       256.00,       185.50
N,EQ,MIDHANI,MISHRA DHATU NIGAM LTD,       161.80,       161.95,       161.95,       154.00,       155.45,                 33618269.70,212879,N, ,3322,       186.95,       107.60
N,EQ,MINDACORP,MINDA CORPORATION LTD,       103.00,       102.40,       103.80,        96.50,        97.80,                 15291524.40,153456,N, ,2441,       154.85,        65.55
N,EQ,MINDAIND,MINDA INDUSTRIES LTD.,       392.05,       391.25,       401.00,       390.00,       390.30,                 22071836.80,56105,N, ,2907,       425.90,       260.70
N,SM,MINDPOOL,MINDPOOL TECHNOLOGIES LTD,        15.00,        15.00,        15.00,        14.10,        14.10,                   176400.00,12000,N, ,3,        30.00,        14.10
N,EQ,MINDTECK,MINDTECK (INDIA) LIMITED,        27.20,        28.35,        28.35,        26.10,        27.65,                   165674.55,6076,N, ,124,        54.50,        23.70
N,EQ,MINDTREE,MINDTREE LIMITED,       887.90,       892.35,       911.90,       867.20,       883.15,                515484372.95,580746,N, ,11527,       995.00,       652.05
N,EQ,MIRCELECTR,MIRC ELECTRONICS LTD,        10.65,        10.90,        11.00,        10.15,        10.15,                  4039974.35,386399,N, ,638,        25.20,         6.05
N,EQ,MIRZAINT,MIRZA INTERNATIONAL LIMIT,        58.30,        57.75,        59.35,        51.60,        55.10,                 33833589.65,596548,N, ,5021,        75.70,        49.55
N,EQ,MMFL,MM FORGINGS LTD,       467.80,       460.00,       460.15,       432.20,       437.55,                   957589.80,2098,N, ,264,       586.70,       308.45
N,EQ,MMP,MMP INDUSTRIES LIMITED,       107.00,       112.95,       113.00,       100.10,       103.00,                   260419.85,2437,N, ,34,       133.25,        95.50
N,EQ,MMTC,MMTC LIMITED,        20.30,        20.25,        21.35,        19.15,        19.45,                 29855372.50,1466074,N, ,4237,        29.85,        14.15
G,EQ,MOHITIND,MOHIT INDUSTRIES LTD,         3.70,         3.75,         3.85,         3.70,         3.85,                      450.45,120,N, ,4,        10.20,         3.40
N,EQ,MOIL,MOIL LIMITED,       152.80,       154.90,       154.90,       147.20,       148.15,                 26884677.50,178208,N, ,4148,       171.75,       118.10
N,SM,MOKSH,MOKSH ORNAMENTS LIMITED,        26.00,        26.05,        26.05,        26.05,        26.05,                    78150.00,3000,N, ,1,        27.50,        16.25
N,EQ,MOLDTECH,MOLD-TEK TECHNOLOGIES LTD,        47.90,        51.90,        51.90,        46.10,        46.90,                   236002.30,4936,N, ,333,        63.45,        41.20
N,EQ,MOLDTKPAC,MOLD-TEK PACKAGING LTD,       267.40,       271.65,       271.80,       256.00,       258.55,                 10510650.90,40203,N, ,1580,       321.80,       202.00
N,EQ,MONTECARLO,MONTE CARLO FASHIONS LTD.,       274.15,       275.50,       278.35,       260.05,       264.05,                  2088928.95,7778,N, ,456,       396.00,       216.00
N,EQ,MORARJEE,MORARJEE TEXTILES LIMITED,        15.20,        15.25,        15.80,        14.50,        15.50,                     9885.20,656,N, ,13,        28.80,        10.50
N,EQ,MOREPENLAB,MOREPEN LAB. LTD,        14.75,        14.60,        14.95,        14.50,        14.50,                  4505079.80,307714,N, ,756,        23.95,        14.50
N,EQ,MOTILALOFS,MOTILAL OSWAL FIN LTD,       792.20,       798.00,       809.00,       755.55,       776.65,                112705377.60,141771,N, ,8065,       905.40,       489.10
N,EQ,MOTOGENFIN,MOTOR & GENERAL FINANCE L,        32.50,        29.50,        35.00,        29.50,        31.10,                    26859.55,855,N, ,27,        58.80,        29.50
N,EQ,MPHASIS,MPHASIS LIMITED,       929.85,       915.55,       943.00,       912.10,       921.45,                 45079798.95,48647,N, ,2294,      1063.00,       827.75
N,EQ,MPSLTD,MPS LIMITED,       363.95,       364.00,       386.60,       360.10,       378.50,                  6210694.60,16549,N, ,2833,       602.15,       356.00
N,EQ,MRF,MRF LTD,     69674.75,     69789.00,     70300.00,     68412.25,     68686.60,                276595831.95,3976,N, ,2449,     70999.95,     51586.30
N,EQ,MRPL,MRPL,        46.05,        45.95,        46.25,        43.20,        44.25,                 21142391.95,464893,N, ,3849,        76.20,        39.65
N,EQ,MSPL,MSP STEEL & POWER LTD.,         5.95,         6.10,         6.20,         5.75,         5.90,                     6959.35,1154,N, ,18,        16.50,         4.45
N,EQ,MSTCLTD,MSTC LIMITED,       120.30,       121.40,       131.10,       116.55,       118.20,                 36611974.80,295712,N, ,4395,       184.85,        73.10
N,EQ,MTEDUCARE,MT EDUCARE LTD,        16.15,        16.70,        16.95,        15.65,        16.10,                  3547503.90,214167,N, ,1004,        94.25,        12.65
N,EQ,MTNL,MAHANAGAR TELEPHONE NIGAM,        11.10,        11.15,        11.65,        10.55,        10.55,                 26179456.85,2322726,N, ,2700,        14.90,         4.45
N,EQ,MUKANDENGG,MUKAND ENGINEERS LIMITED,        12.45,        12.95,        12.95,        12.05,        12.35,                    32933.25,2630,N, ,21,        21.90,         9.45
N,EQ,MUKANDLTD,MUKAND LTD.,        29.85,        28.80,        30.85,        28.80,        29.10,                   302646.25,10233,N, ,254,        62.00,        24.50
N,EQ,MUKTAARTS,MUKTA ARTS LIMITED,        38.25,        38.50,        38.95,        36.50,        36.95,                   328879.70,8749,N, ,200,        58.30,        31.70
N,EQ,MUNJALAU,MUNJAL AUTO IND. LTD.,        46.90,        46.90,        47.25,        43.20,        44.65,                  5210303.60,113947,N, ,1321,        62.80,        29.15
N,EQ,MUNJALSHOW,MUNJAL SHOWA LTD,       125.50,       124.00,       127.90,       122.15,       122.85,                  1516673.70,12193,N, ,945,       184.00,       114.20
N,EQ,MURUDCERA,MURUDESHWAR CERAMICS LTD,        19.90,        20.30,        20.30,        18.60,        18.80,                  1326181.45,68016,N, ,462,        25.75,        11.70
N,EQ,MUTHOOTCAP,MUTHOOT CAP SERV LTD,       589.75,       584.00,       588.90,       551.40,       559.55,                  2438993.25,4288,N, ,407,      1048.10,       422.80
N,EQ,MUTHOOTFIN,MUTHOOT FINANCE LIMITED,       762.65,       760.00,       764.40,       735.00,       745.40,                398494378.75,530222,N, ,25698,       796.40,       472.60
N,EQ,NACLIND,NACL INDUSTRIES LIMITED,        31.10,        31.70,        31.75,        30.30,        30.85,                  2243349.00,72157,N, ,252,        34.40,        25.00
N,EQ,NAGREEKCAP,NAGREEKA CAP & INFR.LTD,         7.75,         7.75,         7.75,         7.75,         7.75,                      813.75,105,N, ,2,        15.40,         5.40
N,EQ,NAGREEKEXP,NAGREEKA EXPORTS LTD.,        15.10,        15.45,        15.50,        14.45,        14.75,                    56254.90,3789,N, ,235,        25.70,        11.35
N,EQ,NAHARCAP,NAHAR CAP & FIN.,        76.00,        72.25,        75.00,        72.25,        72.85,                    33862.25,465,N, ,8,       102.90,        57.30
N,EQ,NAHARINDUS,NAHAR INDS ENT LTD,        26.70,        26.95,        27.80,        25.40,        25.85,                   185197.00,6965,N, ,169,        51.00,        19.20
N,EQ,NAHARPOLY,NAHAR POLY FILMS LIMITED,        37.45,        38.00,        38.00,        35.10,        36.05,                    94080.10,2595,N, ,50,        43.30,        24.00
N,EQ,NAHARSPING,NAHAR SPINNING MILLS LTD.,        45.80,        48.15,        48.15,        42.95,        45.15,                   283752.30,6237,N, ,187,        95.70,        40.15
N,EQ,NAM-INDIA,NIPPON L I A M LTD,       363.65,       361.90,       366.80,       335.65,       341.20,                790827130.85,2255122,N, ,34170,       386.40,       127.80
N,SM,NARMADA,NARMADA AGROBASE LIMITED,        26.20,        27.35,        27.35,        27.35,        27.35,                   109400.00,4000,N, ,1,        27.50,        17.00
N,EQ,NATCOPHARM,NATCO PHARMA LTD.,       633.85,       633.85,       643.75,       625.15,       632.35,                 26428641.15,41546,N, ,2739,       709.75,       480.00
N,EQ,NATHBIOGEN,NATH BIO-GENES (I) LTD,       344.75,       346.00,       354.50,       334.95,       337.50,                  1227004.60,3567,N, ,373,       485.00,       306.10
N,EQ,NATIONALUM,NATIONAL ALUMINIUM CO LTD,        42.55,        42.50,        43.70,        41.50,        42.00,                395054720.25,9281980,N, ,17009,        61.30,        36.90
N,EQ,NAUKRI,INFO EDGE (I) LTD,      2847.65,      2840.00,      2846.95,      2641.00,      2676.10,                324833621.90,119190,N, ,14272,      2935.00,      1593.05
N,EQ,NAVINFLUOR,NAVIN FLUORINE INT. LTD,      1144.50,      1140.00,      1193.60,      1102.90,      1128.95,                 91604075.45,79768,N, ,6224,      1259.00,       570.00
N,EQ,NAVKARCORP,NAVKAR CORPORATION LTD.,        29.00,        28.60,        29.60,        27.20,        27.75,                  3385086.35,118951,N, ,1019,        50.20,        18.75
N,EQ,NAVNETEDUL,NAVNEET EDUCATION LTD,        92.00,        91.95,        95.00,        90.25,        91.35,                  8621226.80,92249,N, ,2034,       119.95,        86.90
N,EQ,NBCC,NBCC (INDIA) LIMITED,        33.70,        33.65,        34.70,        32.35,        32.80,                393099220.05,11659276,N, ,25808,        68.30,        28.50
N,EQ,NBVENTURES,NAVA BHARAT VENTURES LIMI,        71.30,        70.80,        73.40,        68.70,        69.80,                  3706785.20,52337,N, ,920,       113.00,        58.05
N,EQ,NCC,NCC LIMITED,        54.75,        54.55,        56.50,        50.10,        50.90,                800048217.05,14846354,N, ,41322,       119.20,        45.40
N,EQ,NCLIND,NCL INDUSTRIES LIMITED,        88.60,        87.00,        88.70,        82.95,        86.90,                  7474919.05,85823,N, ,1376,       161.80,        74.25
N,EQ,NDGL,NAGA DHUNSERI GROUP LTD,       560.00,       579.95,       585.00,       551.00,       558.15,                    12517.30,22,N, ,10,      1054.00,       490.00
N,EQ,NDL,NANDAN DENIM LIMITED,        31.05,        30.95,        31.75,        30.00,        30.25,                   165214.60,5313,N, ,87,        59.95,        23.05
N,EQ,NDTV,NDTV LTD,        28.90,        28.10,        29.50,        27.60,        28.10,                   333531.40,11722,N, ,307,        41.00,        25.00
N,EQ,NECCLTD,NORTH EAST CARRY CORP LTD,         5.70,         5.70,         5.85,         5.50,         5.60,                    69766.40,12418,N, ,37,        10.20,         4.60
N,EQ,NECLIFE,NECTAR LIFESCIENCES LTD.,        13.65,        13.65,        14.00,        13.05,        13.20,                  1604287.80,119698,N, ,522,        20.80,        10.90
N,EQ,NELCAST,NELCAST LIMITED,        50.85,        52.00,        52.20,        49.05,        49.60,                  1433700.35,28346,N, ,601,        80.80,        31.30
N,EQ,NELCO,NELCO LTD,       228.60,       227.00,       232.00,       210.40,       214.55,                 13498672.80,60557,N, ,3109,       342.00,       205.00
N,EQ,NEOGEN,NEOGEN CHEMICALS LIMITED,       383.80,       385.00,       386.80,       374.00,       380.35,                 14285489.45,37587,N, ,1794,       419.00,       261.00
N,EQ,NESCO,NESCO LTD.,       755.05,       750.00,       768.20,       722.55,       730.35,                 37002683.60,49619,N, ,3122,       778.90,       423.10
N,EQ,NEULANDLAB,NEULAND LAB LTD.,       426.15,       429.00,       447.70,       422.05,       430.65,                  7710190.50,17652,N, ,1107,       827.30,       380.25
N,EQ,NEWGEN,NEWGEN SOFTWARE TECH LTD,       224.95,       223.00,       228.80,       213.00,       221.40,                  2051965.90,9165,N, ,519,       372.00,       163.65
N,EQ,NEXTMEDIA,NEXT MEDIAWORKS LIMITED,         8.10,         8.00,         8.50,         7.85,         8.40,                    32259.95,3886,N, ,16,        26.95,         7.80
N,EQ,NFL,NATIONAL FERT. LTD,        28.55,        29.00,        29.95,        26.15,        26.35,                 48418201.60,1714257,N, ,6212,        41.00,        23.50
N,EQ,NH,NARAYANA HRUDAYALAYA LTD.,       377.85,       369.00,       384.00,       351.95,       360.30,                176269962.05,475270,N, ,9853,       389.00,       182.80
N,EQ,NIITLTD,NIIT LIMITED,        98.20,        97.75,       102.90,        94.70,        95.45,                122667900.40,1233974,N, ,12217,       116.85,        74.00
N,EQ,NIITTECH,NIIT TECHNOLOGIES LTD,      1942.45,      1929.00,      1929.00,      1845.00,      1876.55,                850156772.40,450704,N, ,17705,      2059.50,      1178.10
N,EQ,NILAINFRA,NILA INFRASTRUCTURES LTD,         5.40,         5.30,         5.80,         4.95,         5.10,                  3326941.40,606659,N, ,798,        10.00,         3.60
N,EQ,NILASPACES,NILA SPACES LIMITED,         1.20,         1.25,         1.25,         1.15,         1.15,                    48416.05,40673,N, ,51,         3.30,          .90
N,EQ,NILKAMAL,NILKAMAL LIMITED,      1421.50,      1405.00,      1442.00,      1390.00,      1399.30,                 18302894.05,12995,N, ,1301,      1543.70,       889.85
N,EQ,NIPPOBATRY,INDO-NATIONAL LIMITED,       521.20,       515.55,       522.00,       511.00,       516.15,                   331619.30,642,N, ,46,       738.40,       380.00
N,EQ,NITCO,NITCO LIMITED,        29.15,        29.50,        29.80,        27.70,        27.75,                  1861987.70,65785,N, ,406,        45.50,        18.45
N,EQ,NITINSPIN,NITIN SPINNERS LIMITED,        55.45,        55.00,        56.75,        52.20,        53.00,                  1207820.50,22208,N, ,275,        94.90,        44.20
N,EQ,NKIND,NK INDUSTRIES LTD,        16.90,        16.20,        17.70,        16.10,        16.10,                     3068.90,189,N, ,5,        57.40,        16.10
N,EQ,NLCINDIA,NLC INDIA LIMITED,        58.70,        58.10,        59.10,        56.35,        56.90,                  9056421.80,157170,N, ,1790,        80.80,        46.05
N,EQ,NOCIL,NOCIL LIMITED,        95.55,        95.55,        96.40,        87.25,        89.30,                161022345.50,1734985,N, ,23539,       150.50,        74.00
N,EQ,NOIDATOLL,NOIDA TOLL BRIDGE CO LTD,         3.70,         3.75,         3.80,         3.55,         3.60,                    99666.70,27398,N, ,56,         7.60,         2.30
N,EQ,NRAIL,N R AGARWAL INDS LTD,       243.40,       252.95,       252.95,       235.00,       235.65,                  2114191.70,8802,N, ,559,       362.00,       147.05
N,EQ,NRBBEARING,NRB BEARING LIMITED,        96.05,        96.95,        99.70,        92.50,        93.85,                  2618462.70,27167,N, ,592,       212.75,        74.00
N,EQ,NSIL,NALWA SONS INVESTMENT LTD,       765.80,       780.00,       789.95,       730.10,       760.00,                   325149.90,423,N, ,66,      1129.95,       618.00
N,EQ,NUCLEUS,NUCLEUS SOFTWARE EXPORTS,       302.50,       305.00,       306.85,       300.00,       301.75,                  3033560.00,10018,N, ,432,       399.00,       272.55
N,EQ,NXTDIGITAL,NXTDIGITAL LIMITED,       385.20,       390.05,       391.90,       382.55,       387.00,                    64676.65,167,N, ,152,       432.35,       275.00
N,EQ,OAL,ORIENTAL AROMATICS LTD,       200.70,       198.00,       205.00,       186.15,       192.80,                   491681.95,2537,N, ,145,       233.40,       161.00
N,EQ,OBEROIRLTY,OBEROI REALTY LIMITED,       545.55,       540.70,       554.00,       513.95,       520.40,                198894172.80,376616,N, ,12213,       641.70,       432.05
N,EQ,OCCL,ORIENTAL CARBN & CHEM LTD,       998.95,       992.00,      1003.55,       980.00,       986.00,                  3017825.55,3046,N, ,257,      1219.50,       941.35
N,EQ,OIL,OIL INDIA LTD,       129.55,       129.50,       129.50,       122.70,       124.15,                496450333.75,3940300,N, ,37724,       189.70,       122.70
N,EQ,OISL,OCL IRON AND STEEL LTD,         2.80,         2.80,         2.90,         2.75,         2.80,                    24951.10,8998,N, ,20,         5.70,         2.00
N,EQ,OLECTRA,OLECTRA GREENTECH LIMITED,       170.50,       175.40,       176.70,       160.55,       163.65,                 23446936.20,138078,N, ,3015,       274.45,       147.60
N,EQ,OMAXAUTO,OMAX AUTOS LTD,        45.15,        45.25,        47.80,        36.20,        37.35,                 10983591.90,276174,N, ,3573,       102.00,        32.25
N,EQ,OMAXE,OMAXE LIMITED,       154.80,       157.25,       157.25,       153.80,       154.20,                  8162986.00,52636,N, ,542,       218.20,       144.00
N,EQ,OMKARCHEM,OMKAR SPL CHEM LTD,         4.70,         4.75,         4.90,         4.50,         4.50,                    47484.90,10222,N, ,293,        24.00,         3.55
N,EQ,OMMETALS,OM METALS INFRAPRO LTD,        23.75,        23.45,        24.50,        22.50,        23.25,                   893548.00,37568,N, ,323,        35.85,        13.30
N,EQ,ONELIFECAP,ONELIFE CAP ADVISORS LTD,         8.50,         8.10,         8.90,         8.10,         8.85,                     1960.00,224,N, ,8,        14.10,         4.55
N,EQ,ONEPOINT,ONE POINT ONE SOL LTD,        20.85,        21.50,        21.85,        21.00,        21.55,                   427172.55,19865,N, ,94,        45.00,         7.40
N,EQ,ONMOBILE,ONMOBILE GLOBAL LTD.,        29.50,        29.40,        29.70,        28.75,        28.85,                  1870606.75,64080,N, ,513,        45.45,        26.20
N,EQ,ONWARDTEC,ONWARD TECHNOLOGIES LTD,        64.15,        65.25,        65.25,        63.00,        63.75,                   314531.80,4907,N, ,184,        77.00,        49.50
N,EQ,OPTIEMUS,OPTIEMUS INFRACOM LTD,        29.45,        30.15,        30.60,        28.40,        29.25,                  1395535.60,46886,N, ,111,       127.90,        25.85
N,EQ,OPTOCIRCUI,OPTO CIRCUITS (I) LTD.,         2.85,         2.90,         2.90,         2.80,         2.80,                   349334.15,123087,N, ,114,         9.85,         2.70
N,EQ,ORBTEXP,ORBIT EXPORTS LIMITED,        85.30,        86.80,        86.80,        84.10,        85.10,                   143392.00,1687,N, ,42,       129.40,        78.00
N,EQ,ORICONENT,ORICON ENTERPRISES LTD,        18.50,        19.50,        19.50,        17.80,        17.90,                   908203.90,50017,N, ,283,        33.85,        15.85
N,EQ,ORIENTABRA,ORIENT ABRASIVE LTD,        18.50,        18.70,        18.85,        18.00,        18.35,                   408994.85,22083,N, ,190,        30.80,        14.30
N,EQ,ORIENTALTL,ORIENTAL TRIMEX LTD,        10.30,        10.00,        10.15,        10.00,        10.15,                     8058.10,796,N, ,3,        15.60,         9.20
N,EQ,ORIENTBANK,ORIENTAL BANK OF COMMERCE,        50.40,        50.30,        51.05,        48.25,        48.85,                 43791040.90,878367,N, ,4569,       118.95,        48.25
N,EQ,ORIENTBELL,ORIENT BELL LIMITED,       121.60,       124.50,       124.50,       116.00,       117.25,                  1483173.45,12376,N, ,524,       187.80,       110.00
N,EQ,ORIENTCEM,ORIENT CEMENT LTD.,        77.25,        77.80,        81.00,        74.95,        75.60,                 12241310.35,155557,N, ,3236,       124.00,        62.15
N,EQ,ORIENTELEC,ORIENT ELECTRIC LIMITED,       251.80,       246.90,       249.90,       235.30,       240.50,                 42304829.50,174095,N, ,5299,       256.45,       124.00
N,EQ,ORIENTHOT,ORIENT HOTELS LTD,        32.05,        31.80,        32.85,        31.50,        31.50,                   298953.05,9436,N, ,125,        49.45,        30.00
N,EQ,ORIENTLTD,ORIENT PRESS LIMITED,        94.25,        92.90,        92.90,        90.00,        90.50,                    58275.15,640,N, ,24,       178.75,        83.50
N,EQ,ORIENTPPR,ORIENT PAPER AND INDS LTD,        25.10,        25.20,        25.65,        23.80,        23.95,                 11625165.15,470592,N, ,1915,        40.20,        20.30
N,EQ,ORIENTREF,ORIENT REFRACTORIES LTD,       253.20,       257.90,       257.90,       242.10,       250.20,                  8803880.80,35491,N, ,995,       258.25,       160.00
N,EQ,ORISSAMINE,ORISSA MIN DEV CO LTD,      1964.95,      1969.50,      2007.95,      1780.00,      1824.60,                101214356.00,52630,N, ,6481,      2031.10,       521.35
N,EQ,ORTINLABSS,ORTIN LABORATORIES LTD,         9.40,         8.95,         9.70,         8.95,         9.05,                   188392.05,20306,N, ,55,        17.45,         8.25
N,EQ,OSWALAGRO,OSWAL AGRO MILLS LTD,         7.25,         8.10,         8.10,         6.80,         7.00,                    79599.40,11045,N, ,137,        10.00,         4.55
N,EQ,PAISALO,PAISALO DIGITAL LIMITED,       261.65,       258.00,       261.00,       235.50,       239.80,                  3970123.35,15851,N, ,806,       488.90,       235.50
N,EQ,PALREDTEC,PALRED TECHNOLOGIES LTD,        18.45,        18.90,        18.90,        17.70,        17.70,                    13198.70,740,N, ,57,        44.90,        14.50
N,EQ,PANACEABIO,PANACEA BIOTEC LTD,       130.10,       127.55,       132.75,       127.40,       129.85,                  2155695.00,16561,N, ,435,       215.95,       110.00
N,EQ,PANACHE,PANACHE DIGILIFE LIMITED,        63.90,        66.10,        66.40,        62.35,        62.35,                   649866.80,10242,N, ,9,        72.80,        52.15
N,EQ,PANAMAPET,PANAMA PETROCHEM LTD,        62.95,        64.90,        67.00,        60.25,        61.00,                  1077865.05,17295,N, ,230,       142.95,        56.45
N,EQ,PAPERPROD,HUHTAMAKI PPL LIMITED,       250.80,       250.00,       256.80,       248.40,       249.60,                  2818237.00,11220,N, ,347,       284.80,       155.00
N,EQ,PARACABLES,PARAMOUNT COMM LTD,         8.15,         8.10,         8.40,         7.80,         7.95,                   369305.95,45469,N, ,104,        15.00,         6.55
N,EQ,PARAGMILK,PARAG MILK FOODS LTD.,       139.10,       138.50,       141.00,       126.00,       127.75,                 70251803.00,531885,N, ,22581,       276.00,       125.00
N,EQ,PATELENG,PATEL ENGINEERING LTD.,        19.95,        20.20,        20.40,        18.30,        18.85,                  5223814.80,265579,N, ,994,        31.10,         9.30
N,EQ,PATINTLOG,PATEL INT. LOG. LTD,        22.85,        21.75,        22.65,        21.75,        21.75,                   370340.25,16853,N, ,701,        57.90,        15.90
N,EQ,PCJEWELLER,PC JEWELLER LTD,        22.40,        22.55,        22.90,        21.20,        21.70,                 55500537.05,2496247,N, ,7646,       163.50,        20.60
N,EQ,PDMJEPAPER,PUDUMJEE PAPER PRO. LTD,        17.20,        17.20,        17.50,        16.35,        16.35,                  2747520.40,164323,N, ,412,        21.40,        10.20
N,EQ,PDSMFL,PDS MULTINATIONAL FAS LTD,       314.00,       320.00,       320.00,       315.45,       317.00,                   402081.60,1264,N, ,62,       430.00,       231.00
N,EQ,PENIND,PENNAR INDUSTRIES LTD,        26.00,        25.20,        26.10,        25.20,        25.65,                  3910661.30,151895,N, ,483,        40.60,        22.55
N,SM,PERFECT,PERFECT INFRAENGINEER LTD,        13.80,        13.15,        13.15,        13.15,        13.15,                    78900.00,6000,N, ,1,        19.30,        12.50
N,EQ,PERSISTENT,PERSISTENT SYSTEMS LTD,       700.95,       701.00,       721.95,       691.00,       708.80,                 36366384.80,51512,N, ,4145,       740.00,       468.75
N,EQ,PFIZER,PFIZER LTD,      4146.75,      4188.00,      4197.90,      4039.95,      4059.30,                 96863961.85,23613,N, ,3276,      4499.00,      2760.10
N,EQ,PFOCUS,PRIME FOCUS LIMITED,        44.35,        43.70,        43.75,        41.00,        41.45,                   642277.25,15298,N, ,279,        88.90,        31.25
N,EQ,PFS,PTC INDIA FIN SERV LTD,        14.50,        14.45,        14.75,        14.00,        14.05,                  6896114.05,482319,N, ,1538,        17.80,        10.45
N,EQ,PGEL,PG ELECTROPLAST LTD,        70.70,        71.50,        72.10,        67.20,        67.20,                  3187031.35,46698,N, ,620,       100.00,        32.85
N,EQ,PGHL,PROCTER & GAMBLE HEALTH L,      4424.40,      4424.40,      4495.00,      4301.50,      4332.65,                 35124734.35,7953,N, ,2233,      5120.00,      2860.55
N,EQ,PGIL,PEARL GLOBAL IND LIMITED,       151.30,       155.00,       155.00,       147.50,       148.25,                   111038.40,734,N, ,217,       202.80,       115.00
N,EQ,PHILIPCARB,PHILIPS CARBON BLACK LTD,       125.05,       124.65,       126.90,       119.00,       120.30,                 66147830.20,537163,N, ,7263,       184.40,       105.80
N,EQ,PHOENIXLTD,THE PHOENIX MILLS LTD,       878.20,       872.70,       886.45,       835.15,       850.65,                 49293742.50,57582,N, ,3399,       900.00,       555.90
N,EQ,PIIND,PI INDUSTRIES LTD,      1556.85,      1556.80,      1566.50,      1471.60,      1501.30,                155764834.75,102475,N, ,3977,      1595.00,       824.30
N,EQ,PILANIINVS,PILANI INV & IND COR LTD,      1773.45,      1789.50,      1789.50,      1751.90,      1768.70,                  4584255.75,2592,N, ,263,      2643.15,      1656.65
N,EQ,PILITA,PIL ITALICA LIFESTYLE LTD,         5.80,         5.80,         6.00,         5.30,         5.70,                   315946.10,54956,N, ,42,        10.50,         4.05
N,EQ,PIONDIST,PIONEER DIST LTD,       124.25,       122.85,       135.80,       122.80,       126.10,                 22454085.25,171327,N, ,2297,       187.05,       106.70
N,EQ,PIONEEREMB,PIONEER EMBROIDERIES LTD,        31.95,        32.30,        32.75,        28.25,        29.75,                   976999.30,31263,N, ,439,        36.50,        17.50
N,EQ,PITTIENG,PITTI ENGINEERING LIMITED,        43.50,        43.00,        44.80,        42.60,        42.90,                   854536.40,19788,N, ,153,        62.50,        30.75
N,EQ,PLASTIBLEN,PLASTIBLENDS INDIA LTD,       199.55,       202.00,       202.00,       188.00,       189.60,                   991626.10,5139,N, ,349,       240.00,       160.30
